"No.","Time","Source","Destination","Protocol","Length","Time since previous frame in this TCP stream","Time delta from previous captured frame","Sequence Number","TCP Flags","This is an ACK to the segment in frame","TCP payload","Payload","Header Length","Info"
"6030","10:52:26.587048","192.168.0.101","52.210.184.200","TCP","66","15.084852000","4.330992000","12830","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=12830 Ack=4342 Win=8022 Len=0 TSval=3285225247 TSecr=4100206769"
"6031","10:52:26.606263","52.210.184.200","192.168.0.101","TCP","66","0.019215000","0.019215000","4342","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4342 Ack=12831 Win=425 Len=0 TSval=4100221874 TSecr=3285195022"
"6032","10:52:29.033751","192.168.0.1","239.255.255.250","SSDP","306","","2.427488000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6033","10:52:29.137378","192.168.0.1","239.255.255.250","SSDP","315","","0.103627000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6034","10:52:29.241321","192.168.0.1","239.255.255.250","SSDP","378","","0.103943000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6035","10:52:29.345419","192.168.0.1","239.255.255.250","SSDP","370","","0.104098000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6036","10:52:29.449383","192.168.0.1","239.255.255.250","SSDP","315","","0.103964000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6037","10:52:29.553441","192.168.0.1","239.255.255.250","SSDP","354","","0.104058000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6038","10:52:29.657522","192.168.0.1","239.255.255.250","SSDP","386","","0.104081000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6039","10:52:29.761597","192.168.0.1","239.255.255.250","SSDP","315","","0.104075000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6040","10:52:29.865445","192.168.0.1","239.255.255.250","SSDP","374","","0.103848000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6041","10:52:29.969497","192.168.0.1","239.255.255.250","SSDP","368","","0.104052000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6042","10:52:30.073580","192.168.0.1","239.255.255.250","SSDP","315","","0.104083000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6043","10:52:30.177409","192.168.0.1","239.255.255.250","SSDP","370","","0.103829000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6044","10:52:30.281596","192.168.0.1","239.255.255.250","SSDP","380","","0.104187000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6045","10:52:31.341956","192.168.0.101","52.210.184.200","TLSv1.2","97","4.735693000","1.060360000","12831","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a00000000000007a49ae197b2dea55b6325c1a14645d857b4798c","","32","Application Data"
"6046","10:52:31.362153","52.210.184.200","192.168.0.101","TLSv1.2","97","0.020197000","0.020197000","4342","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","6045","170303001a00000000000009055ea99298b43ae87a70c16f68d15da0cbe689","","32","Application Data"
"6047","10:52:31.362621","192.168.0.101","52.210.184.200","TCP","66","0.000468000","0.000468000","12862","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","6046","","","32","58088  >  443 [ACK] Seq=12862 Ack=4373 Win=8022 Len=0 TSval=3285230023 TSecr=4100226630"
"6048","10:52:37.339016","192.168.0.101","34.240.107.124","TCP","66","15.082960000","5.976395000","3937","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=3937 Ack=3938 Win=1002 Len=0 TSval=2005793458 TSecr=919114263"
"6049","10:52:37.360226","34.240.107.124","192.168.0.101","TCP","66","0.021210000","0.021210000","3938","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=3938 Ack=3938 Win=120 Len=0 TSval=919129367 TSecr=2005763148"
"6050","10:52:42.007214","192.168.0.101","34.240.107.124","TLSv1.2","97","4.646988000","4.646988000","3938","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a0000000000000635b5db84a8090514ac45c98e42b4d13fbfc646","","32","Application Data"
"6051","10:52:42.028868","34.240.107.124","192.168.0.101","TLSv1.2","97","0.021654000","0.021654000","3938","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","6050","170303001a00000000000006365d466dc23ec9e84a4102dc205a0974489720","","32","Application Data"
"6052","10:52:42.029317","192.168.0.101","34.240.107.124","TCP","66","0.000449000","0.000449000","3969","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","6051","","","32","49730  >  443 [ACK] Seq=3969 Ack=3969 Win=1002 Len=0 TSval=2005798148 TSecr=919134036"
"6053","10:52:46.554962","192.168.0.101","52.210.184.200","TCP","66","15.192341000","4.525645000","12861","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=12861 Ack=4373 Win=8022 Len=0 TSval=3285245216 TSecr=4100226630"
"6054","10:52:46.574368","52.210.184.200","192.168.0.101","TCP","66","0.019406000","0.019406000","4373","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4373 Ack=12862 Win=425 Len=0 TSval=4100241842 TSecr=3285230023"
"6055","10:52:50.033778","192.168.0.1","239.255.255.250","SSDP","306","","3.459410000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6056","10:52:50.137277","192.168.0.1","239.255.255.250","SSDP","315","","0.103499000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6057","10:52:50.241399","192.168.0.1","239.255.255.250","SSDP","378","","0.104122000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6058","10:52:50.345526","192.168.0.1","239.255.255.250","SSDP","370","","0.104127000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6059","10:52:50.449409","192.168.0.1","239.255.255.250","SSDP","315","","0.103883000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6060","10:52:50.553364","192.168.0.1","239.255.255.250","SSDP","354","","0.103955000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6061","10:52:50.657591","192.168.0.1","239.255.255.250","SSDP","386","","0.104227000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6062","10:52:50.761550","192.168.0.1","239.255.255.250","SSDP","315","","0.103959000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6063","10:52:50.865468","192.168.0.1","239.255.255.250","SSDP","374","","0.103918000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6064","10:52:50.969355","192.168.0.1","239.255.255.250","SSDP","368","","0.103887000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6065","10:52:51.073395","192.168.0.1","239.255.255.250","SSDP","315","","0.104040000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6066","10:52:51.177529","192.168.0.1","239.255.255.250","SSDP","370","","0.104134000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6067","10:52:51.281570","192.168.0.1","239.255.255.250","SSDP","380","","0.104041000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6068","10:52:57.050757","192.168.0.101","34.240.107.124","TCP","66","15.021440000","5.769187000","3968","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=3968 Ack=3969 Win=1002 Len=0 TSval=2005813170 TSecr=919134036"
"6069","10:52:57.072018","34.240.107.124","192.168.0.101","TCP","66","0.021261000","0.021261000","3969","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=3969 Ack=3969 Win=120 Len=0 TSval=919149079 TSecr=2005798148"
"6070","10:53:01.658788","192.168.0.101","52.210.184.200","TCP","66","15.084420000","4.586770000","12861","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=12861 Ack=4373 Win=8022 Len=0 TSval=3285260320 TSecr=4100241842"
"6071","10:53:01.678528","52.210.184.200","192.168.0.101","TCP","66","0.019740000","0.019740000","4373","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4373 Ack=12862 Win=425 Len=0 TSval=4100256947 TSecr=3285230023"
"6072","10:53:06.341739","192.168.0.101","52.210.184.200","TLSv1.2","97","4.663211000","4.663211000","12862","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a00000000000007a56b7b0c9b22b2eef2f4a6b6fe5bd7988c3c24","","32","Application Data"
"6073","10:53:06.362187","52.210.184.200","192.168.0.101","TLSv1.2","97","0.020448000","0.020448000","4373","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","6072","170303001a0000000000000906ed484006d4af9131b2ca9919d857d628de5a","","32","Application Data"
"6074","10:53:06.362655","192.168.0.101","52.210.184.200","TCP","66","0.000468000","0.000468000","12893","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","6073","","","32","58088  >  443 [ACK] Seq=12893 Ack=4404 Win=8022 Len=0 TSval=3285265024 TSecr=4100261630"
"6075","10:53:11.033849","192.168.0.1","239.255.255.250","SSDP","306","","4.671194000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6076","10:53:11.137403","192.168.0.1","239.255.255.250","SSDP","315","","0.103554000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6077","10:53:11.241283","192.168.0.1","239.255.255.250","SSDP","378","","0.103880000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6078","10:53:11.345494","192.168.0.1","239.255.255.250","SSDP","370","","0.104211000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6079","10:53:11.449488","192.168.0.1","239.255.255.250","SSDP","315","","0.103994000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6080","10:53:11.553239","192.168.0.1","239.255.255.250","SSDP","354","","0.103751000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6081","10:53:11.657359","192.168.0.1","239.255.255.250","SSDP","386","","0.104120000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6082","10:53:11.761401","192.168.0.1","239.255.255.250","SSDP","315","","0.104042000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6083","10:53:11.865461","192.168.0.1","239.255.255.250","SSDP","374","","0.104060000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6084","10:53:11.969493","192.168.0.1","239.255.255.250","SSDP","368","","0.104032000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6085","10:53:12.073497","192.168.0.1","239.255.255.250","SSDP","315","","0.104004000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6086","10:53:12.112528","192.168.0.1","224.0.0.1","IGMPv2","60","","0.039031000","","","","","","","Membership Query, general"
"6087","10:53:12.113331","192.168.0.1","224.0.0.1","IGMPv2","60","","0.000803000","","","","","","","Membership Query, general"
"6088","10:53:12.154822","192.168.0.101","34.240.107.124","TCP","66","15.082804000","0.041491000","3968","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=3968 Ack=3969 Win=1002 Len=0 TSval=2005828274 TSecr=919149079"
"6089","10:53:12.176406","34.240.107.124","192.168.0.101","TCP","66","0.021584000","0.021584000","3969","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=3969 Ack=3969 Win=120 Len=0 TSval=919164183 TSecr=2005798148"
"6090","10:53:12.177407","192.168.0.1","239.255.255.250","SSDP","370","","0.001001000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6091","10:53:12.281554","192.168.0.1","239.255.255.250","SSDP","380","","0.104147000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6092","10:53:17.007196","192.168.0.101","34.240.107.124","TLSv1.2","97","4.830790000","4.725642000","3969","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a0000000000000636086fb32ee3942a9451ce5643118e30be4282","","32","Application Data"
"6093","10:53:17.029050","34.240.107.124","192.168.0.101","TLSv1.2","97","0.021854000","0.021854000","3969","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","6092","170303001a0000000000000637374dd649d84dac656a98011c501c1dcb714d","","32","Application Data"
"6094","10:53:17.029441","192.168.0.101","34.240.107.124","TCP","66","0.000391000","0.000391000","4000","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","6093","","","32","49730  >  443 [ACK] Seq=4000 Ack=4000 Win=1002 Len=0 TSval=2005833149 TSecr=919169036"
"6095","10:53:21.370885","192.168.0.101","52.210.184.200","TCP","66","15.008230000","4.341444000","12892","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=12892 Ack=4404 Win=8022 Len=0 TSval=3285280033 TSecr=4100261630"
"6096","10:53:21.390344","52.210.184.200","192.168.0.101","TCP","66","0.019459000","0.019459000","4404","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4404 Ack=12893 Win=425 Len=0 TSval=4100276659 TSecr=3285265024"
"6097","10:53:32.033806","192.168.0.1","239.255.255.250","SSDP","306","","10.643462000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6098","10:53:32.122641","192.168.0.101","34.240.107.124","TCP","66","15.093200000","0.088835000","3999","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=3999 Ack=4000 Win=1002 Len=0 TSval=2005848243 TSecr=919169036"
"6099","10:53:32.137283","192.168.0.1","239.255.255.250","SSDP","315","","0.014642000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6100","10:53:32.144904","34.240.107.124","192.168.0.101","TCP","66","0.022263000","0.007621000","4000","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4000 Ack=4000 Win=120 Len=0 TSval=919184152 TSecr=2005833149"
"6101","10:53:32.241326","192.168.0.1","239.255.255.250","SSDP","378","","0.096422000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6102","10:53:32.345508","192.168.0.1","239.255.255.250","SSDP","370","","0.104182000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6103","10:53:32.449603","192.168.0.1","239.255.255.250","SSDP","315","","0.104095000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6104","10:53:32.553424","192.168.0.1","239.255.255.250","SSDP","354","","0.103821000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6105","10:53:32.657398","192.168.0.1","239.255.255.250","SSDP","386","","0.103974000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6106","10:53:32.761536","192.168.0.1","239.255.255.250","SSDP","315","","0.104138000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6107","10:53:32.865463","192.168.0.1","239.255.255.250","SSDP","374","","0.103927000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6108","10:53:32.969584","192.168.0.1","239.255.255.250","SSDP","368","","0.104121000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6109","10:53:33.073514","192.168.0.1","239.255.255.250","SSDP","315","","0.103930000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6110","10:53:33.177259","192.168.0.1","239.255.255.250","SSDP","370","","0.103745000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6111","10:53:33.281495","192.168.0.1","239.255.255.250","SSDP","380","","0.104236000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6112","10:53:36.474665","192.168.0.101","52.210.184.200","TCP","66","15.084321000","3.193170000","12892","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=12892 Ack=4404 Win=8022 Len=0 TSval=3285295137 TSecr=4100276659"
"6113","10:53:36.494920","52.210.184.200","192.168.0.101","TCP","66","0.020255000","0.020255000","4404","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4404 Ack=12893 Win=425 Len=0 TSval=4100291764 TSecr=3285265024"
"6114","10:53:41.341538","192.168.0.101","52.210.184.200","TLSv1.2","97","4.846618000","4.846618000","12893","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a00000000000007a61f196598036045e53fd9f6d2471213bedc73","","32","Application Data"
"6115","10:53:41.362386","52.210.184.200","192.168.0.101","TLSv1.2","97","0.020848000","0.020848000","4404","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","6114","170303001a000000000000090778e86918a49042fb1ce5f47dba4ddd6d4523","","32","Application Data"
"6116","10:53:41.362864","192.168.0.101","52.210.184.200","TCP","66","0.000478000","0.000478000","12924","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","6115","","","32","58088  >  443 [ACK] Seq=12924 Ack=4435 Win=8022 Len=0 TSval=3285300025 TSecr=4100296632"
"6117","10:53:47.226632","192.168.0.101","34.240.107.124","TCP","66","15.081728000","5.863768000","3999","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=3999 Ack=4000 Win=1002 Len=0 TSval=2005863347 TSecr=919184152"
"6118","10:53:47.248413","34.240.107.124","192.168.0.101","TCP","66","0.021781000","0.021781000","4000","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4000 Ack=4000 Win=120 Len=0 TSval=919199256 TSecr=2005833149"
"6119","10:53:52.007112","192.168.0.101","34.240.107.124","TLSv1.2","97","4.758699000","4.758699000","4000","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","","170303001a0000000000000637d9e1941639f462d65a655265ce22fbad308b","","32","Application Data"
"6120","10:53:52.029040","34.240.107.124","192.168.0.101","TLSv1.2","97","0.021928000","0.021928000","4000","\302\267\302\267\302\267\302\267\302\267\302\267\302\267AP\302\267\302\267\302\267","6119","170303001a0000000000000638bb2ad3ac52dc6092f42b1225beae0bf0b224","","32","Application Data"
"6121","10:53:52.029485","192.168.0.101","34.240.107.124","TCP","66","0.000445000","0.000445000","4031","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","6120","","","32","49730  >  443 [ACK] Seq=4031 Ack=4031 Win=1002 Len=0 TSval=2005868150 TSecr=919204036"
"6122","10:53:53.033938","192.168.0.1","239.255.255.250","SSDP","306","","1.004453000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6123","10:53:53.137386","192.168.0.1","239.255.255.250","SSDP","315","","0.103448000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6124","10:53:53.241468","192.168.0.1","239.255.255.250","SSDP","378","","0.104082000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6125","10:53:53.345564","192.168.0.1","239.255.255.250","SSDP","370","","0.104096000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6126","10:53:53.449572","192.168.0.1","239.255.255.250","SSDP","315","","0.104008000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6127","10:53:53.553380","192.168.0.1","239.255.255.250","SSDP","354","","0.103808000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6128","10:53:53.657395","192.168.0.1","239.255.255.250","SSDP","386","","0.104015000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6129","10:53:53.761526","192.168.0.1","239.255.255.250","SSDP","315","","0.104131000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6130","10:53:53.865413","192.168.0.1","239.255.255.250","SSDP","374","","0.103887000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6131","10:53:53.969503","192.168.0.1","239.255.255.250","SSDP","368","","0.104090000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6132","10:53:54.073632","192.168.0.1","239.255.255.250","SSDP","315","","0.104129000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6133","10:53:54.177317","192.168.0.1","239.255.255.250","SSDP","370","","0.103685000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6134","10:53:54.281557","192.168.0.1","239.255.255.250","SSDP","380","","0.104240000","","","","","4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e323535â\200\246","","NOTIFY * HTTP/1.1 "
"6135","10:53:56.442511","192.168.0.101","52.210.184.200","TCP","66","15.079647000","2.160954000","12923","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=12923 Ack=4435 Win=8022 Len=0 TSval=3285315105 TSecr=4100296632"
"6136","10:53:56.462029","52.210.184.200","192.168.0.101","TCP","66","0.019518000","0.019518000","4435","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4435 Ack=12924 Win=425 Len=0 TSval=4100311732 TSecr=3285300025"
"6137","10:54:07.194459","192.168.0.101","34.240.107.124","TCP","66","15.164974000","10.732430000","4030","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4030 Ack=4031 Win=1002 Len=0 TSval=2005883316 TSecr=919204036"
"6138","10:54:07.215540","34.240.107.124","192.168.0.101","TCP","66","0.021081000","0.021081000","4031","\302\267\302\267\302\267\302\267\302\267\302\267\302\267A\302\267\302\267\302\267\302\267","","","","32","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4031 Ack=4031 Win=120 Len=0 TSval=919219223 TSecr=2005868150"
